,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
27,X1:0.21476,X2:0.16019,X3:0.81132,X4:6.0648,X5:226.72,X6:1.403,X7:0.21476,X8:5.2426,X9:1.2702,X10:0.83981,X11:0.2187,X12:1.3407,X13:0.17317,X14:0.21476,X15:265.83,X16:1.3731,X17:6.2426,X18:0.21476,X19:0.16908,X20:33.401,X21:1.1313,X22:0.20466,X23:0.16908,X24:0.62093,X25:0.81663,X26:1.3731,X27:51.973,X28:28.482,X29:3.5892,X30:-0.36025,X31:0.16908,X32:54.77,X33:6.6643,X34:6.6643,X35:0.20263,X36:1.2702,,X38:0.83981,X39:0.15953,X40:4.019,X41:0.025445,X42:0.16113,X43:94.173,X44:60.771,X45:1.8477,X46:5.3392,X47:39.741,X48:0.19947,X49:0.15704,X50:6.0648,X51:0.16019,X52:0.15005,X53:29.482,X54:29.482,X55:3150.4,X56:0.15953,X57:0.25573,X58:0.83303,,X60:10.928,X61:6.0061,X62:46.032,X63:7.9292,X64:44.589
28,X1:0.002206,X2:0.77318,X3:0.56796,X4:2.3392,X5:-73.885,X6:0.10811,X7:0.002206,X8:0.29336,X9:2.065,X10:0.22682,X11:0.025622,X12:0.005203,X13:0.85212,X14:0.002206,X15:160.38,X16:2.2758,X17:1.2934,X18:0.002206,X19:0.001069,X20:0.26658,X21:0.71007,,X23:0.001069,X24:0.2025,X25:0.19079,X26:2.2758,,X28:71.608,X29:3.1423,X30:0.26355,X31:0.002137,,,,X35:0.004235,X36:2.065,,X38:0.22682,X39:0.002051,X40:1.0251,X41:0.014665,,X43:98.514,X44:98.247,X45:1.463,X46:2.3357,,X48:-1.7574,X49:-0.85105,X50:1.2831,X51:0.4241,,X53:28.597,X54:28.597,X55:788.19,,X57:0.009728,X58:0.011353,,X60:1369.2,X61:3.7151,X62:74.963,X63:4.8691,X64:260.35
29,X1:0.59349,X2:0.13687,X3:0.62555,X4:5.5705,X5:76.231,,X7:0.59349,X8:6.3063,X9:3.1926,X10:0.86313,X11:0.60127,X12:4.3363,X13:0.19548,X14:0.59349,X15:80.045,X16:4.5599,X17:7.3063,X18:0.59349,X19:0.1859,X20:7.1165,X21:1.0818,X22:0.59393,X23:0.1859,X24:1.0042,X25:0.86222,X26:4.5599,X27:76.426,X28:2.633,X29:3.5174,X30:0.041663,X31:0.1872,X32:19.321,X33:18.891,X34:18.891,X35:0.60699,X36:3.1926,,X38:0.86313,X39:0.19012,X40:0.1909,X41:0.007305,X42:0.18603,X43:84.178,X44:77.061,X45:9.5344,X46:5.1157,X47:8.7872,X48:0.56331,X49:0.17644,X50:5.5705,X51:0.13687,X52:0.052934,X53:3.633,X54:3.633,X55:2058.9,X56:0.19012,X57:0.6876,X58:0.81453,,X60:51.289,X61:4.7365,X62:15.648,X63:23.326,X64:13.438
30,X1:0.034281,X2:0.58888,X3:0.26099,X4:2.1177,X5:32.439,,X7:0.052017,X8:0.69814,X9:1.23,X10:0.41112,X11:0.071109,X12:0.22276,X13:0.064666,X14:0.052017,X15:2702.4,X16:0.13506,X17:1.6981,X18:0.052017,X19:0.042291,X20:10.188,X21:1.1894,X22:0.060939,X23:0.027871,X24:0.149,X25:0.38818,X26:0.10494,X27:3.1917,X28:0.51631,X29:4.1075,X30:0.43956,X31:0.046808,X32:74.468,X33:4.9015,X34:1.9436,X35:0.085409,X36:1.23,X37:1.3507,X38:0.7518,X39:0.069441,X40:0.7462,X41:0.22191,X42:0.049545,X43:95.039,X44:84.851,X45:0.99853,X46:1.9707,X47:10.948,X48:0.033419,X49:0.027171,X50:0.83974,X51:0.23351,X52:0.20402,X53:0.8133,X54:1.4873,X55:3343.1,X56:0.069441,X57:0.083383,X58:0.95869,X59:0.82867,X60:35.826,X61:4.3017,X62:69.297,X63:5.2672,X64:2.4332
31,X1:-0.14468,X2:0.94662,X3:0.10537,X4:2.0032,X5:109.97,X6:-0.27436,X7:-0.16015,X8:0.056395,X9:0.33112,X10:0.053385,X11:-0.04228,X12:-1.5247,X13:-0.36539,X14:-0.16015,X15:-2855.7,X16:-0.12781,X17:1.0564,X18:-0.16015,X19:-0.48367,,X21:0.90208,X22:-0.046391,X23:-0.43694,X24:-0.17318,X25:-0.11023,X26:-0.11147,X27:-0.39356,X28:0.13345,X29:5.3675,X30:2.6622,X31:-0.32993,X32:102.33,X33:3.5671,X34:0.3958,X35:-0.043547,X36:0.33112,X37:0.2768,X38:0.81353,X39:-0.13151,X40:0.64705,X41:-4.3666,X42:-0.1401,X43:157.01,X44:157.01,,X46:2.0032,,X48:-0.085556,X49:-0.25838,X50:0.22227,X51:0.10504,X52:0.28034,X53:0.06761,X54:1.0303,X55:24560,X56:-0.13151,X57:-2.7102,X58:1.4761,X59:14.239,,X61:2.3246,X62:115.78,X63:3.1525,X64:0.41936
32,X1:0.089495,X2:0.51413,X3:0.30029,X4:1.5841,X5:-6.6717,,X7:0.11211,X8:0.94504,X9:4.6488,X10:0.48587,X11:0.13649,X12:0.21805,X13:0.027076,X14:0.11211,X15:1490.8,X16:0.24483,X17:1.945,X18:0.11211,X19:0.024115,X20:29.757,X21:0.78103,X22:0.12616,X23:0.019251,X24:0.32934,X25:0.46248,X26:0.20085,X27:5.1738,X28:1.6181,X29:3.6309,X30:0.10739,X31:0.025606,X32:41.5,X33:8.7952,X34:8.7952,X35:0.12698,X36:4.6488,,X38:0.48587,X39:0.027314,X40:0.038374,X41:0.12248,X42:0.027137,X43:62.395,X44:32.637,X45:0.23613,X46:0.8469,X47:30.593,X48:0.11239,X49:0.024176,X50:1.5841,X51:0.51413,X52:0.1137,X53:2.6181,X54:2.6181,X55:1283.7,X56:0.027314,X57:0.1842,X58:0.976,,X60:12.266,X61:11.183,X62:40.366,X63:9.0422,X64:25.05
33,X1:0.20487,X2:0.15598,X3:0.49429,X4:4.7642,X5:73.294,,X7:0.25292,X8:5.4112,X9:1.9924,X10:0.84402,X11:0.25708,X12:1.9261,X13:0.15287,X14:0.25292,X15:186.92,X16:1.9527,X17:6.4112,X18:0.25292,X19:0.12695,X20:27.589,X21:1.4734,X22:0.25277,X23:0.10283,X24:0.54849,X25:0.68541,X26:1.6446,X27:60.871,X28:1.3202,X29:3.9681,X30:-0.002946,X31:0.12903,X32:27.549,X33:13.249,X34:11.154,X35:0.25259,X36:1.9924,,X38:0.84402,X39:0.12678,X40:1.2325,X41:0.017079,X42:0.12687,X43:84.959,X44:57.37,X45:1.3604,X46:3.6174,X47:31.594,X48:0.20112,X49:0.10094,X50:4.0109,X51:0.13131,X52:0.075476,X53:2.2543,X54:2.2543,X55:4593,X56:0.12678,X57:0.24273,X58:0.87357,,X60:13.23,X61:6.3622,X62:24.056,X63:15.173,X64:5.3215
34,X1:0.61397,X2:0.18683,X3:0.80448,X4:5.3059,X5:196.65,X6:0.010775,X7:0.77177,X8:4.3524,X9:2.2495,X10:0.81317,X11:0.77177,X12:4.1308,X13:0.34716,X14:0.77177,X15:87.323,X16:4.1799,X17:5.3524,X18:0.77177,X19:0.34309,,X21:2.7367,X22:0.77143,X23:0.27294,X24:0.93786,X25:0.74556,X26:3.3353,,X28:92.63,X29:2.869,X30:-0.12013,X31:0.34309,X32:46.137,X33:7.9112,X34:7.9112,X35:0.77141,X36:2.2495,,X38:0.81317,X39:0.34293,X40:2.4576,X41:0.007978,X42:0.34293,X43:86.347,X44:86.347,,X46:5.3059,,X48:0.76226,X49:0.33886,X50:5.3059,X51:0.18683,X52:0.1264,X53:93.63,X54:93.63,X55:594.96,X56:0.34293,X57:0.75504,X58:0.65697,,,X61:4.2271,X62:30.315,X63:12.04,X64:259.01
35,X1:-0.046309,X2:0.35256,X3:0.13296,X4:1.5029,X5:-10.58,,X7:-0.046309,X8:1.8364,X9:1.3064,X10:0.64744,X11:-0.025396,X12:-0.17516,X13:0.004494,X14:-0.046309,X15:21918,X16:0.016653,X17:2.8364,X18:-0.046309,X19:-0.035447,X20:31.833,X21:0.92998,X22:-0.0256,X23:-0.035447,X24:-0.058181,X25:0.37619,X26:0.016653,X27:-1.2241,X28:0.22062,X29:3.6116,X30:0.24494,X31:-0.035447,X32:72.812,X33:5.0129,X34:3.7592,X35:-0.018899,X36:1.3064,X37:17.606,X38:0.66354,X39:-0.014466,X40:0.33661,X41:0.44212,X42:-0.019595,X43:86.148,X44:54.315,X45:-0.40644,X46:1.0719,X47:31.379,X48:-0.07778,X49:-0.059536,X50:1.127,X51:0.26439,X52:0.19949,X53:1.0743,X54:1.101,X55:543.58,X56:-0.014466,X57:-0.071526,X58:1.0354,X59:0.024863,X60:11.466,X61:6.7201,X62:73.866,X63:4.9414,X64:2.1678
36,X1:-0.053684,X2:0.51415,X3:0.33044,X4:3.3957,X5:-51.423,,X7:-0.053684,X8:0.94496,X9:1.8119,X10:0.48585,X11:-0.053638,X12:-0.3892,X13:0.82032,X14:-0.053684,X15:126.26,X16:2.8908,X17:1.945,X18:-0.053684,X19:-0.029629,X20:20.168,X21:1.398,,X23:-0.029629,X24:-0.045011,X25:0.10013,X26:2.8908,,X28:0.62157,X29:3.2917,X30:0.22984,X31:-0.054222,,,,X35:0.02722,X36:1.8119,X37:1.4931,X38:0.73249,X39:0.015023,X40:0.78347,X41:0.011129,,X43:72.585,X44:52.417,X45:-0.53623,X46:2.6699,,X48:-1.54,X49:-0.84995,X50:0.91097,X51:0.13793,,X53:0.9139,X54:1.3778,X55:646.8,,X57:-0.11049,X58:0.003364,X59:0.50765,X60:18.098,X61:6.9634,X62:27.786,X63:13.136,X64:3.4081
37,X1:0.001708,X2:0.40585,X3:0.39265,X4:2.2562,X5:-21.02,X6:-0.007782,X7:0.001568,X8:1.3949,X9:1.0274,X10:0.56612,X11:0.001568,X12:0.005018,X13:0.049296,X14:0.001568,X15:3544.1,X16:0.10299,X17:2.464,X18:0.001568,X19:0.00185,X20:187.09,X21:1.3844,X22:0.0217,X23:0.002014,X24:0.001176,X25:0.56612,X26:0.10333,X27:0.26294,X28:1.3321,X29:4.171,X30:0.45938,X31:0.00185,X32:138.24,X33:2.6403,X34:0.053468,X35:0.0217,X36:0.854,X37:2.9016,X38:0.65939,X39:0.025593,X40:0.064728,X41:0.21546,X42:0.025593,X43:294.88,X44:107.79,X45:0.00393,X46:0.86579,X47:192.21,X48:-0.018529,X49:-0.021853,X50:1.7377,X51:0.31258,X52:0.37875,X53:1.9206,X54:2.237,X55:5820.7,X56:0.02666,X57:0.003017,X58:0.97334,X59:0.16475,X60:1.951,X61:3.3862,X62:134.56,X63:2.7126,X64:2.8765
38,X1:0.025907,X2:0.18875,X3:0.45132,X4:3.4121,X5:576.72,,X7:0.025907,X8:4.2979,X9:0.32215,X10:0.81125,X11:0.03454,X12:0.13846,X13:0.12179,X14:0.025907,X15:1756,X16:0.20786,X17:5.2979,X18:0.025907,X19:0.080419,X20:9.3015,X21:0.69741,X22:0.033955,X23:0.080419,X24:0.32422,X25:0.53129,X26:0.20786,X27:3.9334,X28:1.2482,X29:3.0122,X30:-0.071914,X31:0.10378,X32:237.7,X33:1.5356,X34:1.5222,X35:0.034833,X36:0.32215,,X38:0.81125,X39:0.10813,X40:1.1549,X41:0.13307,X42:0.1054,X43:478.51,X44:469.21,X45:3.1557,X46:3.3682,X47:10.429,X48:0.020628,X49:0.064032,X50:3.3823,X51:0.18711,X52:0.65123,X53:2.2437,X54:2.2437,X55:464.21,X56:0.10813,X57:0.031935,X58:0.91973,,X60:39.241,X61:0.77791,X62:212,X63:1.7217,X64:0.89098
39,X1:0.00812,X2:1.0305,X3:-0.099155,X4:0.90378,X5:-39.483,X6:-0.13837,X7:0.00812,X8:-0.029571,X9:2.6257,X10:-0.030472,X11:0.080559,X12:0.00788,X13:0.004563,X14:0.00812,X15:31392,X16:0.011627,X17:0.97043,X18:0.00812,X19:0.003093,X20:18.633,X21:1.0784,X22:0.079423,X23:0.003093,X24:-0.056701,X25:-0.0481,X26:0.011627,X27:1.0964,X28:-1.4437,X29:3.4781,X30:0.39136,X31:0.005715,X32:144.81,X33:2.5206,X34:2.5206,X35:0.02828,X36:2.6257,,X38:-0.030472,X39:0.010771,X40:0.052538,X41:0.41243,X42:0.030248,X43:121.94,X44:103.3,X45:0.060577,X46:0.7737,X47:18.836,X48:0.075561,X49:0.028778,X50:0.90378,X51:1.0305,X52:0.39673,X53:-0.44367,X54:-0.44367,X55:-298.13,X56:0.010771,X57:-0.26647,X58:0.99697,,X60:19.588,X61:3.5332,X62:143.25,X63:2.548,X64:38.229
40,X1:0.12824,X2:0.2728,X3:0.31216,X4:2.1443,X5:20.606,X6:0.46547,X7:0.12824,X8:2.6657,X9:0.62496,X10:0.7272,X11:0.13475,X12:0.47009,X13:0.2743,X14:0.12824,X15:580.83,X16:0.62841,X17:3.6657,X18:0.12824,X19:0.20519,X20:166.16,X21:1.132,X22:0.12042,X23:0.20519,X24:0.41997,X25:0.59371,X26:0.62841,X27:18.482,X28:0.75211,X29:4.0803,X30:0.15586,X31:0.20519,X32:196.95,X33:1.8532,X34:1.8532,X35:0.1194,X36:0.62496,,X38:0.7272,X39:0.19105,X40:0.64729,X41:0.055579,X42:0.19268,X43:238.51,X44:72.345,X45:0.45074,X46:1.1014,X47:205.4,X48:0.07723,X49:0.12358,X50:2.1443,X51:0.2728,X52:0.53959,X53:1.7521,X54:1.7521,X55:3755.5,X56:0.19105,X57:0.17635,X58:0.79982,,X60:2.1967,X61:5.0453,X62:159.32,X63:2.2909,X64:1.5058
41,X1:-0.089951,X2:0.887,X3:0.26927,X4:1.5222,X5:-55.992,X6:-0.073957,X7:-0.089951,X8:0.1274,X9:1.2754,X10:0.113,X11:-0.080792,X12:-0.17445,X13:0.084038,X14:-0.089951,X15:3020.5,X16:0.12084,X17:1.1274,X18:-0.089951,X19:-0.070525,X20:47.698,X21:1.0942,,X23:-0.070525,,X25:0.064737,X26:0.12084,,X28:1.2519,X29:4.0153,X30:0.65779,X31:-0.13865,X32:253.91,X33:1.4375,X34:0.83567,X35:0.014027,X36:1.2754,X37:1.9005,X38:0.4383,X39:0.010998,X40:0.45622,X41:0.14998,,X43:157.3,X44:109.6,X45:-0.53969,X46:1.199,X47:82.073,X48:-0.19714,X49:-0.15456,X50:0.88491,X51:0.51564,X52:0.69565,X53:0.52538,X54:2.0378,X55:2789.6,X56:0.41884,X57:-0.79602,X58:0.59074,X59:2.8787,X60:7.6524,X61:3.3302,X62:147.56,X63:2.4735,X64:5.9299
42,X1:0.033649,X2:0.78703,X3:0.015589,X4:1.0198,X5:-24.338,,X7:0.03991,X8:0.27059,X9:1.3839,X10:0.21297,X11:0.047791,X12:0.05071,X13:0.070124,X14:0.03991,X15:2960.1,X16:0.12331,X17:1.2706,X18:0.03991,X19:0.028838,X20:30.342,X21:1.1453,X22:0.040757,X23:0.024314,X24:0.049241,X25:0.11339,X26:0.11535,X27:5.1716,X28:0.078978,X29:2.7008,X30:0.56026,X31:0.030241,X32:185.9,X33:1.9634,X34:1.9634,X35:-0.1613,X36:1.3839,,X38:0.21297,X39:-0.11655,X40:0.016294,X41:0.26799,X42:0.02945,X43:208.3,X44:177.96,X45:0.29248,X46:0.87363,X47:27.175,X48:-0.016379,X49:-0.011835,X50:1.0198,X51:0.78703,X52:0.50933,X53:1.079,X54:1.079,X55:7.827,X56:-0.11655,X57:0.158,X58:0.97506,,X60:12.03,X61:2.051,X62:207.57,X63:1.7584,X64:7.0116
43,X1:-0.050953,X2:0.72781,X3:0.13494,X4:1.1854,X5:-79.933,X6:-0.43702,X7:-0.050953,X8:0.3325,X9:0.94903,X10:0.242,X11:-0.050953,X12:-0.070009,X13:-0.008702,X14:-0.050953,X15:-30801,X16:-0.01185,X17:1.374,X18:-0.050953,X19:-0.051411,X20:93.266,X21:1.1094,X22:-0.062339,X23:-0.051411,X24:-0.43702,X25:0.242,X26:-0.01185,X27:-0.59693,X28:0.98308,X29:3.8655,X30:0.37146,X31:-0.051411,X32:254.38,X33:1.4349,X34:-0.085653,X35:-0.062339,X36:1.0046,,X38:0.242,X39:-0.062899,X40:0.63728,X41:-1.1958,X42:-0.062899,X43:146.92,X44:53.65,X45:-0.2012,X46:0.83744,X47:88.513,X48:-0.10467,X49:-0.10561,X50:1.1854,X51:0.72781,X52:0.69692,X53:1.7631,X54:1.7631,X55:990.04,X56:-0.053708,X57:-0.21055,X58:1.0537,,X60:3.9135,X61:6.8034,X62:268.04,X63:1.3617,X64:7.2207
44,X1:0.062216,X2:0.56085,X3:0.28102,X4:1.5933,X5:15.731,,X7:0.076811,X8:0.783,X9:3.1684,X10:0.43915,X11:0.10193,X12:0.16218,X13:0.034982,X14:0.076811,X15:1847,X16:0.19762,X17:1.783,X18:0.076811,X19:0.024243,X20:16.546,X21:1.205,X22:0.088678,X23:0.019637,X24:0.26823,X25:0.4198,X26:0.1716,X27:3.5305,X28:1.1453,X29:3.4123,X30:0.17355,X31:0.024243,X32:55.746,X33:6.5476,X34:5.5291,X35:0.067354,X36:3.1684,X37:7.2428,X38:0.52351,X39:0.021258,X40:0.030275,X41:0.15236,X42:0.027989,X43:85.282,X44:68.736,X45:0.43317,X46:1.2901,X47:16.906,X48:0.054654,X49:0.01725,X50:1.3455,X51:0.47361,X52:0.15273,X53:1.7897,X54:2.1336,X55:726.13,X56:0.021258,X57:0.14168,X58:0.97602,X59:0.1921,X60:22.059,X61:5.3102,X62:54.561,X63:6.6898,X64:12.913
45,X1:-0.021644,X2:0.72183,X3:0.086082,X4:1.3081,X5:-65.043,X6:-0.11944,X7:-0.037796,X8:0.36317,X9:1.0054,X10:0.26214,X11:-0.037796,X12:-0.13528,X13:0.022854,X14:-0.037796,X15:16912,X16:0.021582,X17:1.3854,X18:-0.037796,X19:-0.055447,X20:104.12,X21:1.1597,X22:0.00381,X23:-0.031751,X24:-0.1467,X25:0.26214,X26:0.043959,X27:0.056185,X28:0.13566,X29:4.7752,X30:1.035,X31:-0.055447,X32:150.4,X33:2.4268,X34:0.005278,X35:0.00381,X36:0.68634,X37:0.38655,X38:0.70458,X39:0.005589,X40:0.074326,X41:0.415,X42:0.005589,X43:184.58,X44:80.456,X45:-0.1113,X46:0.61212,X47:104.68,X48:-0.049565,X49:-0.072712,X50:0.50632,X51:0.27939,X52:0.41207,X53:0.41314,X54:1.1104,X55:5130.3,X56:0.005329,X57:-0.082563,X58:0.99467,X59:1.6877,X60:3.5055,X61:4.5366,X62:149.6,X63:2.4398,X64:1.0743
46,X1:0.12644,X2:0.36617,X3:0.14989,X4:1.4716,X5:9.7404,,X7:0.12644,X8:1.731,X9:1.5211,X10:0.63383,X11:0.12907,X12:0.39784,X13:0.098302,X14:0.12644,X15:893.82,X16:0.40836,X17:2.731,X18:0.12644,X19:0.083127,X20:28.527,X21:1.0104,,X23:0.083127,X24:0.42256,X25:0.32878,X26:0.40836,,X28:0.28159,X29:4.2552,X30:0.23446,X31:0.1872,X32:107.15,X33:3.4063,X34:2.9566,X35:0.008538,X36:1.5211,X37:9.4261,X38:0.67084,X39:0.005613,X40:0.037331,X41:0.52877,,X43:109.38,X44:80.858,X45:1.0636,X46:1.0976,X47:40.081,X48:-0.023083,X49:-0.015175,X50:1.2773,X51:0.31783,X52:0.29357,X53:1.1908,X54:1.2603,X55:2697.5,X56:0.28826,X57:0.19949,X58:0.71385,X59:0.058385,X60:12.795,X61:4.5141,X62:76.265,X63:4.7859,X64:2.8577
47,X1:0.11166,X2:0.27585,X3:0.15552,X4:1.8334,X5:-21.089,X6:0.22824,X7:0.13856,X8:2.4345,X9:1.1512,X10:0.67154,X11:0.13856,X12:0.74253,X13:0.19469,X14:0.13856,X15:452.26,X16:0.80705,X17:3.6252,X18:0.13856,X19:0.12117,X20:65.963,X21:1.1063,X22:0.15549,X23:0.097645,X24:0.28404,X25:0.67154,X26:0.70953,X27:1.5653,X28:0.23639,X29:4.8299,X30:0.21284,X31:0.12117,X32:68.568,X33:5.3232,X34:0.56368,X35:0.15549,X36:1.1587,X37:1.5179,X38:0.76079,X39:0.13598,X40:0.18538,X41:0.037858,X42:0.13598,X43:98.162,X44:32.2,X45:0.54031,X46:0.72597,X47:75.935,X48:0.071424,X49:0.062462,X50:1.2403,X51:0.1866,X52:0.18786,X53:1.0208,X54:1.1564,X55:10513,X56:0.13132,X57:0.16627,X58:0.86868,X59:0.13289,X60:5.5334,X61:11.336,X62:59.563,X63:6.128,X64:1.7381
48,X1:-0.033909,X2:0.50085,X3:0.29853,X4:2.0084,X5:-20.214,X6:0.092405,X7:-0.03847,X8:0.93667,X9:1.015,X10:0.46913,X11:-0.03847,X12:-0.12994,X13:0.018198,X14:-0.03847,X15:8743.2,X16:0.041747,X17:1.9966,X18:-0.03847,X19:-0.033482,X20:109.32,X21:0.8775,X22:0.003401,X23:-0.029512,X24:0.12922,X25:0.46913,X26:0.050853,X27:0.03004,X28:0.73635,X29:4.6046,X30:0.42764,X31:-0.033482,X32:95.454,X33:3.8238,X34:0.00679,X35:0.003401,X36:1.1582,X37:1.223,X38:0.67393,X39:0.00296,X40:0.081578,X41:0.26229,X42:0.00296,X43:181.21,X44:71.894,X45:-0.09854,X46:0.84602,X47:110.95,X48:-0.055978,X49:-0.04872,X50:1.1871,X51:0.29605,X52:0.26152,X53:1.1571,X54:1.6623,X55:12011,X56:0.014736,X57:-0.07228,X58:0.98526,X59:0.43655,X60:3.3389,X61:5.0769,X62:94.047,X63:3.881,X64:2.834
49,X1:0.024309,X2:0.93473,X3:-0.16349,X4:0.74846,X5:-67.59,X6:-0.010783,X7:0.031456,X8:0.054904,X9:1.0403,X10:0.051321,X11:0.031456,X12:0.048397,X13:0.028665,X14:0.031456,X15:5966,X16:0.06118,X17:1.0698,X18:0.031456,X19:0.015767,X20:35.021,X21:1.6192,X22:0.080468,X23:0.012185,X24:-0.028211,X25:0.051321,X26:0.053534,X27:0.41959,X28:-0.31837,X29:4.9129,X30:0.46562,X31:0.015767,X32:123.7,X33:2.9506,X34:0.086087,X35:0.080468,X36:2.0006,X37:1.0361,X38:0.33609,X39:0.040335,X40:0.00945,X41:0.28937,X42:0.040335,X43:87.879,X44:52.859,X45:0.12699,X46:0.45396,X47:36.431,X48:0.054737,X49:0.027437,X50:0.52044,X51:0.64996,X52:0.33892,X53:0.099937,X54:0.65447,X55:-13377,X56:0.038717,X57:0.47366,X58:0.96128,X59:5.5488,X60:10.422,X61:6.9052,X62:118.92,X63:3.0694,X64:3.8849
50,X1:0.051134,X2:0.10938,X3:0.72503,X4:8.066,X5:202.59,X6:-0.68439,X7:0.051134,X8:8.1424,X9:1.6231,X10:0.89062,X11:0.051134,X12:0.49835,X13:0.28667,X14:0.051134,X15:85.804,X16:4.2539,X17:9.1424,X18:0.051134,X19:0.031504,X20:121.77,X21:1.0314,,X23:0.031504,X24:0.12631,X25:-0.63325,X26:4.2539,,X28:4.2063,X29:3.4703,X30:0.022116,X31:0.065512,X32:50.755,X33:7.1914,X34:6.7461,X35:0.034541,X36:1.6231,,X38:0.89062,X39:0.021281,X40:0.72937,X41:0.008804,,X43:169.29,X44:47.519,X45:0.094434,X46:2.7888,X47:267.85,X48:-0.41416,X49:-0.25516,X50:7.5666,X51:0.10261,X52:0.13905,X53:5.167,X54:5.167,X55:2141,X56:0.54538,X57:0.057414,X58:0.45462,,X60:2.9975,X61:7.6811,X62:23.074,X63:15.818,X64:9.4165
51,X1:0.14872,X2:0.3346,X3:0.29106,X4:2.369,X5:23.19,X6:0.48821,X7:0.17275,X8:1.7475,X9:1.1964,X10:0.58471,X11:0.17275,X12:0.81255,X13:0.19802,X14:0.17275,X15:430.45,X16:0.84795,X17:2.9886,X18:0.17275,X19:0.12057,X20:24.969,X21:1.2126,X22:0.17815,X23:0.1038,X24:0.50502,X25:0.58471,X26:0.77612,X27:1.4875,X28:0.58644,X29:5.8611,X30:0.20984,X31:0.12057,X32:64.795,X33:5.6331,X34:0.53244,X35:0.17815,X36:1.4657,X37:3.3253,X38:0.7067,X39:0.12434,X40:0.73839,X41:0.038048,X42:0.12434,X43:88.315,X44:63.346,X45:1.5173,X46:1.908,X47:29.872,X48:0.067184,X49:0.046889,X50:1.5053,X51:0.21261,X52:0.17752,X53:1.1781,X54:1.4239,X55:211380,X56:0.16413,X57:0.25435,X58:0.83587,X59:0.20864,X60:14.618,X61:5.762,X62:54.16,X63:6.7393,X64:2.8868
52,X1:0.15423,X2:0.14453,X3:0.41551,X4:3.8749,X5:79.319,X6:0.14494,X7:0.086615,X8:5.919,X9:1.9004,X10:0.85547,X11:0.099313,X12:0.59929,X13:0.059006,X14:0.086615,X15:470.44,X16:0.77587,X17:6.919,X18:0.086615,X19:0.045577,,X21:1.0234,X22:0.07256,X23:0.081157,X24:0.11922,X25:0.77568,X26:1.2437,X27:5.7146,X28:0.94442,X29:2.8501,X30:-0.089588,X31:0.046935,X32:28.311,X33:12.893,X34:12.893,X35:0.037054,X36:1.9004,,X38:0.85547,X39:0.019498,X40:2.2512,X41:0.04912,X42:0.038181,X43:45.073,X44:45.073,,X46:3.8749,,X48:0.04704,X49:0.024752,X50:3.8749,X51:0.14453,X52:0.077564,X53:1.9444,X54:1.9444,X55:294.23,X56:0.019498,X57:0.18029,X58:0.95749,,,X61:8.098,X62:27.759,X63:13.149,X64:4.3195
53,X1:-0.058092,X2:0.16061,X3:0.31081,X4:2.9588,X5:17.472,,X7:-0.058092,X8:5.2262,X9:0.57565,X10:0.83939,X11:-0.057971,X12:-0.36611,X13:-0.061136,X14:-0.058092,X15:-1665.8,X16:-0.21912,X17:6.2262,X18:-0.058092,X19:-0.10092,X20:178.45,X21:1.1072,X22:-0.059646,X23:-0.10092,X24:-0.12793,X25:0.83222,X26:-0.21912,X27:-489.48,X28:0.58587,X29:3.8436,X30:0.15543,X31:-0.10092,X32:92.18,X33:3.9596,X34:3.9119,X35:-0.052648,X36:0.57565,,X38:0.83939,X39:-0.091458,X40:0.44835,X41:-0.1457,X42:-0.10362,X43:252.58,X44:74.132,X45:-0.20642,X46:1.1852,X47:163.49,X48:-0.082545,X49:-0.1434,X50:2.9231,X51:0.15867,X52:0.25255,X53:1.5822,X54:1.5822,X55:2168.1,X56:-0.091458,X57:-0.069208,X58:1.1006,,X60:2.0454,X61:4.9236,X62:100.61,X63:3.6278,X64:1.0851
54,X1:0.003005,X2:0.51673,X3:0.071971,X4:1.1393,X5:3.169,X6:0.19397,X7:0.003005,X8:0.93524,X9:3.1337,X10:0.48327,X11:0.017424,X12:0.005816,X13:0.033033,X14:0.003005,X15:1822,X16:0.20033,X17:1.9352,X18:0.003005,X19:0.000959,X20:4.9911,X21:1.524,X22:0.017424,X23:0.000959,X24:-0.22747,X25:0.19698,X26:0.20033,X27:1.2084,X28:0.17499,X29:3.1453,X30:0.15784,X31:0.00556,X32:61.091,X33:5.9747,X34:5.9747,X35:0.046406,X36:3.1337,,X38:0.48327,X39:0.014808,X40:0.048271,X41:0.14605,X42:0.00556,X43:65.664,X44:60.673,X45:0.070134,X46:1.0564,X47:5.0661,X48:-0.083088,X49:-0.026514,X50:1.1393,X51:0.51673,X52:0.16737,X53:1.175,X54:1.175,X55:100.56,X56:0.014808,X57:0.006219,X58:0.99904,,X60:73.13,X61:6.0159,X62:60.186,X63:6.0645,X64:7.6192
